Estado,Sembrada_ha,Cosechada_ha,Año,Mes,Tipo_sequia,perdida_ha,producto
Puebla,2546,355,2005,8,NPS,2191,frijol
Quintana Roo,2845,2246,2005,8,D0,599,frijol
San Luis Potosí,840,741,2005,8,NPS,99,frijol
Sinaloa,10298,9740,2005,8,NPS,558,frijol
Sonora,44,44,2005,8,NPS,0,frijol
Tabasco,6032,4264,2005,8,NPS,1768,frijol
Tamaulipas,919,86,2005,8,NPS,833,frijol
Veracruz de Ignacio de la Llave,23870,22605,2005,8,NPS,1265,frijol
Yucatán,901,867,2005,8,NPS,34,frijol
Baja California,4,2,2005,9,NPS,2,frijol
Campeche,2926,1539,2005,9,NPS,1387,frijol
Chiapas,45405,44335,2005,9,NPS,1070,frijol
Chihuahua,195,78,2005,9,NPS,117,frijol
Guerrero,88,88,2005,9,NPS,0,frijol
Hidalgo,4861,4861,2005,9,NPS,0,frijol
Jalisco,1896,1896,2005,9,D0,0,frijol
Michoacán de Ocampo,40,40,2005,9,D0,0,frijol
Nayarit,40533,32220,2005,9,D0,8313,frijol
Oaxaca,3375,3375,2005,9,NPS,0,frijol
Puebla,2546,355,2005,9,D0,2191,frijol
Quintana Roo,2845,2246,2005,9,NPS,599,frijol
San Luis Potosí,840,741,2005,9,NPS,99,frijol
Sinaloa,10298,9954,2005,9,D0,344,frijol
Sonora,44,44,2005,9,NPS,0,frijol
Tabasco,6032,4264,2005,9,NPS,1768,frijol
Tamaulipas,919,88,2005,9,D0,831,frijol
Veracruz de Ignacio de la Llave,23878,22932,2005,9,NPS,946,frijol
Yucatán,901,867,2005,9,NPS,34,frijol
Baja California,4,2,2005,12,NPS,2,frijol
Campeche,2926,1539,2005,12,D0,1387,frijol
Chiapas,45405,44335,2005,12,NPS,1070,frijol
Chihuahua,195,78,2005,12,D0,117,frijol
Guerrero,88,88,2005,12,D0,0,frijol
Hidalgo,4861,4861,2005,12,D0,0,frijol
Jalisco,1896,1896,2005,12,D1,0,frijol
Michoacán de Ocampo,40,40,2005,12,D1,0,frijol
Nayarit,40533,32220,2005,12,D0,8313,frijol
Oaxaca,3375,3375,2005,12,NPS,0,frijol
Puebla,2546,355,2005,12,D0,2191,frijol
Quintana Roo,2845,2246,2005,12,NPS,599,frijol
San Luis Potosí,840,741,2005,12,D0,99,frijol
Sinaloa,10298,9954,2005,12,D1,344,frijol
Sonora,44,44,2005,12,D0,0,frijol
Tabasco,6032,4264,2005,12,NPS,1768,frijol
Tamaulipas,919,88,2005,12,D0,831,frijol
Veracruz de Ignacio de la Llave,23878,22932,2005,12,NPS,946,frijol
Yucatán,901,867,2005,12,NPS,34,frijol
Chiapas,43807,2190,2006,1,NPS,41617,frijol
Hidalgo,3957,3925,2006,1,D0,32,frijol
Nayarit,46560,60,2006,1,D1,46500,frijol
Oaxaca,2073,338,2006,1,D0,1735,frijol
Sinaloa,11724,2500,2006,1,D1,9224,frijol
Veracruz de Ignacio de la Llave,18326,2651,2006,1,NPS,15675,frijol
Campeche,1347,7,2006,2,NPS,1340,frijol
Chiapas,44998,4838,2006,2,NPS,40160,frijol
Hidalgo,4510,3925,2006,2,D0,585,frijol
Jalisco,2104,1770,2006,2,D1,334,frijol
Nayarit,46602,19981,2006,2,D1,26621,frijol
Oaxaca,2290,488,2006,2,D0,1802,frijol
Quintana Roo,2579,1315,2006,2,NPS,1264,frijol
Sinaloa,11872,5771,2006,2,D3,6101,frijol
Tabasco,4909,100,2006,2,NPS,4809,frijol
Veracruz de Ignacio de la Llave,24500,6157,2006,2,NPS,18343,frijol
Yucatán,273,15,2006,2,NPS,258,frijol
Campeche,1347,7,2006,3,NPS,1340,frijol
Chiapas,45078,25954,2006,3,NPS,19124,frijol
Hidalgo,4675,3925,2006,3,D1,750,frijol
Jalisco,2116,1810,2006,3,D2,306,frijol
Nayarit,46632,46323,2006,3,D2,309,frijol
Oaxaca,2341,665,2006,3,NPS,1676,frijol
Quintana Roo,2579,1450,2006,3,NPS,1129,frijol
San Luis Potosí,682,384,2006,3,D0,298,frijol
Sinaloa,11872,11271,2006,3,D4,601,frijol
Tabasco,4909,1550,2006,3,NPS,3359,frijol
Tamaulipas,747,400,2006,3,D0,347,frijol
Veracruz de Ignacio de la Llave,24726,8952,2006,3,NPS,15774,frijol
Yucatán,273,15,2006,3,NPS,258,frijol
Campeche,2579,2479,2006,4,NPS,100,frijol
Chiapas,45078,36043,2006,4,NPS,9035,frijol
Guerrero,91,83,2006,4,D1,8,frijol
Hidalgo,4675,3925,2006,4,D1,750,frijol
Jalisco,2104,2020,2006,4,D2,84,frijol
Nayarit,46632,46523,2006,4,D2,109,frijol
Oaxaca,2341,936,2006,4,NPS,1405,frijol
Quintana Roo,2579,1450,2006,4,D0,1129,frijol
San Luis Potosí,682,635,2006,4,D0,47,frijol
Sinaloa,11872,11271,2006,4,D4,601,frijol
Tabasco,5013,4448,2006,4,NPS,565,frijol
Tamaulipas,747,712,2006,4,D0,35,frijol
Veracruz de Ignacio de la Llave,24792,12029,2006,4,NPS,12763,frijol
Yucatán,273,16,2006,4,D0,257,frijol
Campeche,2579,2559,2006,5,NPS,20,frijol
Chiapas,45078,42362,2006,5,NPS,2716,frijol
Guerrero,91,91,2006,5,NPS,0,frijol
Hidalgo,4675,4285,2006,5,D0,390,frijol
Jalisco,2104,2099,2006,5,D2,5,frijol
Nayarit,46632,46523,2006,5,D2,109,frijol
Oaxaca,2341,1464,2006,5,NPS,877,frijol
Puebla,333,15,2006,5,D0,318,frijol
Quintana Roo,2579,1450,2006,5,NPS,1129,frijol
San Luis Potosí,682,682,2006,5,NPS,0,frijol
Sinaloa,11872,11271,2006,5,D4,601,frijol
Tabasco,5013,4820,2006,5,NPS,193,frijol
Tamaulipas,747,712,2006,5,NPS,35,frijol
Veracruz de Ignacio de la Llave,24792,17796,2006,5,NPS,6996,frijol
Yucatán,273,16,2006,5,NPS,257,frijol
Campeche,2579,2559,2006,6,NPS,20,frijol
Chiapas,45078,43345,2006,6,NPS,1733,frijol
Guerrero,91,91,2006,6,NPS,0,frijol
Hidalgo,4675,4585,2006,6,D0,90,frijol
Jalisco,2104,2099,2006,6,D2,5,frijol
Nayarit,46632,46523,2006,6,D3,109,frijol
Oaxaca,2906,2884,2006,6,NPS,22,frijol
Puebla,333,284,2006,6,D0,49,frijol
Quintana Roo,2579,1490,2006,6,D0,1089,frijol
San Luis Potosí,682,682,2006,6,D0,0,frijol
Sinaloa,11872,11281,2006,6,D4,591,frijol
Tabasco,5013,4820,2006,6,NPS,193,frijol
Tamaulipas,747,712,2006,6,D0,35,frijol
Veracruz de Ignacio de la Llave,24792,21746,2006,6,NPS,3046,frijol
Yucatán,273,16,2006,6,NPS,257,frijol
Campeche,2579,2559,2006,7,NPS,20,frijol
Chiapas,45078,44767,2006,7,NPS,311,frijol
Guerrero,91,91,2006,7,NPS,0,frijol
Hidalgo,4675,4675,2006,7,D0,0,frijol
Jalisco,2104,2104,2006,7,D1,0,frijol
Michoacán de Ocampo,146,146,2006,7,D0,0,frijol
Nayarit,46632,46523,2006,7,D2,109,frijol
Oaxaca,2906,2904,2006,7,NPS,2,frijol
Puebla,333,333,2006,7,D0,0,frijol
Quintana Roo,2579,1490,2006,7,NPS,1089,frijol
San Luis Potosí,682,682,2006,7,D0,0,frijol
Sinaloa,11872,11333,2006,7,D3,539,frijol
Tabasco,5013,4820,2006,7,NPS,193,frijol
Tamaulipas,747,712,2006,7,D0,35,frijol
Veracruz de Ignacio de la Llave,24792,21746,2006,7,NPS,3046,frijol
Yucatán,273,16,2006,7,D0,257,frijol
Campeche,2579,2559,2006,8,NPS,20,frijol
Chiapas,45078,44767,2006,8,NPS,311,frijol
Guerrero,91,91,2006,8,NPS,0,frijol
Hidalgo,4675,4675,2006,8,NPS,0,frijol
Jalisco,2104,2104,2006,8,D0,0,frijol
Michoacán de Ocampo,146,146,2006,8,D0,0,frijol
Nayarit,46632,46523,2006,8,D1,109,frijol
Oaxaca,2906,2904,2006,8,NPS,2,frijol
Puebla,333,333,2006,8,D0,0,frijol
Quintana Roo,2579,1490,2006,8,NPS,1089,frijol
San Luis Potosí,682,682,2006,8,NPS,0,frijol
Sinaloa,11872,11333,2006,8,D1,539,frijol
Tabasco,5013,4820,2006,8,NPS,193,frijol
Tamaulipas,747,747,2006,8,D0,0,frijol
Veracruz de Ignacio de la Llave,24792,21935,2006,8,D1,2857,frijol
Yucatán,273,16,2006,8,NPS,257,frijol
Campeche,2579,2559,2006,9,D0,20,frijol
Chiapas,45078,44767,2006,9,D0,311,frijol
Guerrero,91,91,2006,9,NPS,0,frijol
Hidalgo,4675,4675,2006,9,NPS,0,frijol
Jalisco,2104,2104,2006,9,D0,0,frijol
Michoacán de Ocampo,146,146,2006,9,NPS,0,frijol
Nayarit,46632,46523,2006,9,D1,109,frijol
Oaxaca,2906,2904,2006,9,NPS,2,frijol
Puebla,333,333,2006,9,NPS,0,frijol
Quintana Roo,2579,1490,2006,9,NPS,1089,frijol
San Luis Potosí,682,682,2006,9,NPS,0,frijol
Sinaloa,11872,11333,2006,9,NPS,539,frijol
Tabasco,5013,4820,2006,9,D0,193,frijol
Tamaulipas,747,747,2006,9,D0,0,frijol
Veracruz de Ignacio de la Llave,24792,21935,2006,9,NPS,2857,frijol
Yucatán,273,16,2006,9,D0,257,frijol
Campeche,2579,2559,2006,12,NPS,20,frijol
Chiapas,45078,44767,2006,12,NPS,311,frijol
Guerrero,91,91,2006,12,NPS,0,frijol
Hidalgo,4675,4675,2006,12,NPS,0,frijol
Jalisco,2104,2104,2006,12,NPS,0,frijol
Michoacán de Ocampo,146,146,2006,12,NPS,0,frijol
Nayarit,46632,46523,2006,12,D0,109,frijol
Oaxaca,2906,2904,2006,12,NPS,2,frijol
Puebla,333,333,2006,12,NPS,0,frijol
Quintana Roo,2579,1490,2006,12,NPS,1089,frijol
San Luis Potosí,682,682,2006,12,NPS,0,frijol
Sinaloa,11872,11333,2006,12,NPS,539,frijol
Tabasco,5013,4820,2006,12,NPS,193,frijol
Tamaulipas,747,747,2006,12,NPS,0,frijol
Veracruz de Ignacio de la Llave,24792,21935,2006,12,NPS,2857,frijol
Yucatán,273,16,2006,12,NPS,257,frijol
Campeche,1748,360,2007,1,NPS,1388,frijol
Chiapas,44200,5744,2007,1,NPS,38456,frijol
Hidalgo,4038,3572,2007,1,D1,466,frijol
Jalisco,1974,6,2007,1,NPS,1968,frijol
Nayarit,41155,155,2007,1,D1,41000,frijol
Oaxaca,3921,224,2007,1,NPS,3697,frijol
Quintana Roo,2818,675,2007,1,D0,2143,frijol
Veracruz de Ignacio de la Llave,17927,1056,2007,1,NPS,16871,frijol
Yucatán,340,132,2007,1,NPS,208,frijol
Campeche,1752,360,2007,2,NPS,1392,frijol
Chiapas,45124,9772,2007,2,NPS,35352,frijol
Hidalgo,4668,3918,2007,2,NPS,750,frijol
Jalisco,1964,1269,2007,2,NPS,695,frijol
Nayarit,42529,25787,2007,2,D1,16742,frijol
Oaxaca,4118,860,2007,2,NPS,3258,frijol
Quintana Roo,2870,2537,2007,2,D1,333,frijol
Sinaloa,12196,4740,2007,2,D0,7456,frijol
Tabasco,4574,180,2007,2,NPS,4394,frijol
Tamaulipas,671,220,2007,2,NPS,451,frijol
Veracruz de Ignacio de la Llave,20510,4917,2007,2,NPS,15593,frijol
Yucatán,340,192,2007,2,NPS,148,frijol
Campeche,1762,945,2007,3,NPS,817,frijol
Chiapas,45124,35234,2007,3,D0,9890,frijol
Guerrero,103,55,2007,3,D1,48,frijol
Hidalgo,4668,3918,2007,3,NPS,750,frijol
Jalisco,1964,1841,2007,3,D0,123,frijol
Nayarit,42576,41781,2007,3,D1,795,frijol
Oaxaca,3309,1816,2007,3,NPS,1493,frijol
Quintana Roo,2870,2704,2007,3,NPS,166,frijol
Sinaloa,12280,9212,2007,3,D1,3068,frijol
Tabasco,4620,1804,2007,3,NPS,2816,frijol
Tamaulipas,701,420,2007,3,NPS,281,frijol
Veracruz de Ignacio de la Llave,21128,10658,2007,3,NPS,10470,frijol
Yucatán,340,266,2007,3,NPS,74,frijol
Campeche,1762,1025,2007,4,D0,737,frijol
Chiapas,45124,40206,2007,4,D2,4918,frijol
Guerrero,103,95,2007,4,NPS,8,frijol
Hidalgo,4668,3918,2007,4,NPS,750,frijol
Jalisco,1964,1964,2007,4,D2,0,frijol
Nayarit,42576,41801,2007,4,D2,775,frijol
Oaxaca,3309,1171,2007,4,D0,2138,frijol
Quintana Roo,2870,2707,2007,4,D2,163,frijol
San Luis Potosí,1768,303,2007,4,NPS,1465,frijol
Sinaloa,12298,9230,2007,4,D3,3068,frijol
Tabasco,4620,2707,2007,4,D0,1913,frijol
Tamaulipas,714,457,2007,4,NPS,257,frijol
Veracruz de Ignacio de la Llave,21110,13972,2007,4,NPS,7138,frijol
Yucatán,334,272,2007,4,D1,62,frijol
Campeche,2802,2075,2007,5,D0,727,frijol
Chiapas,45124,43114,2007,5,D1,2010,frijol
Chihuahua,8,3,2007,5,NPS,5,frijol
Guerrero,103,103,2007,5,NPS,0,frijol
Hidalgo,4668,4583,2007,5,NPS,85,frijol
Jalisco,1964,1964,2007,5,D1,0,frijol
Nayarit,42576,41801,2007,5,D1,775,frijol
Oaxaca,3319,3319,2007,5,NPS,0,frijol
Puebla,356,16,2007,5,NPS,340,frijol
Quintana Roo,2870,2707,2007,5,D2,163,frijol
San Luis Potosí,1768,1768,2007,5,NPS,0,frijol
Sinaloa,12298,9230,2007,5,D1,3068,frijol
Tabasco,4620,3627,2007,5,D1,993,frijol
Tamaulipas,714,567,2007,5,NPS,147,frijol
Veracruz de Ignacio de la Llave,21110,20128,2007,5,NPS,982,frijol
Yucatán,334,272,2007,5,D2,62,frijol
Campeche,2802,2737,2007,6,D1,65,frijol
Chiapas,45124,44680,2007,6,D1,444,frijol
Chihuahua,8,5,2007,6,NPS,3,frijol
Guerrero,103,103,2007,6,D0,0,frijol
Hidalgo,4668,4668,2007,6,NPS,0,frijol
Jalisco,1964,1964,2007,6,D3,0,frijol
Michoacán de Ocampo,210,150,2007,6,D1,60,frijol
Nayarit,42576,41801,2007,6,D1,775,frijol
Oaxaca,3319,3319,2007,6,D0,0,frijol
Puebla,356,346,2007,6,D0,10,frijol
Quintana Roo,2870,2707,2007,6,D2,163,frijol
San Luis Potosí,1768,1768,2007,6,NPS,0,frijol
Sinaloa,12298,9230,2007,6,D1,3068,frijol
Tabasco,4624,3988,2007,6,D2,636,frijol
Tamaulipas,714,597,2007,6,NPS,117,frijol
Veracruz de Ignacio de la Llave,21110,20288,2007,6,D0,822,frijol
Yucatán,334,272,2007,6,D1,62,frijol
Campeche,2802,2737,2007,7,D2,65,frijol
Chiapas,45124,44969,2007,7,NPS,155,frijol
Chihuahua,8,5,2007,7,D0,3,frijol
Guerrero,103,103,2007,7,NPS,0,frijol
Hidalgo,4668,4668,2007,7,NPS,0,frijol
Jalisco,1964,1964,2007,7,D1,0,frijol
Michoacán de Ocampo,210,150,2007,7,D3,60,frijol
Nayarit,42576,41801,2007,7,D1,775,frijol
Oaxaca,3319,3319,2007,7,NPS,0,frijol
Puebla,356,356,2007,7,D1,0,frijol
Quintana Roo,2870,2707,2007,7,D0,163,frijol
San Luis Potosí,1768,1768,2007,7,NPS,0,frijol
Sinaloa,12298,11730,2007,7,D2,568,frijol
Tabasco,4624,3988,2007,7,D3,636,frijol
Tamaulipas,714,627,2007,7,NPS,87,frijol
Veracruz de Ignacio de la Llave,21128,20444,2007,7,D1,684,frijol
Yucatán,334,272,2007,7,D0,62,frijol
Campeche,2802,2737,2007,8,NPS,65,frijol
Chiapas,45124,44969,2007,8,NPS,155,frijol
Chihuahua,8,5,2007,8,NPS,3,frijol
Guerrero,103,103,2007,8,NPS,0,frijol
Hidalgo,4668,4668,2007,8,NPS,0,frijol
Jalisco,1964,1964,2007,8,NPS,0,frijol
Michoacán de Ocampo,210,152,2007,8,NPS,58,frijol
Nayarit,42576,41801,2007,8,NPS,775,frijol
Oaxaca,3319,3319,2007,8,NPS,0,frijol
Puebla,356,356,2007,8,NPS,0,frijol
Quintana Roo,2870,2707,2007,8,NPS,163,frijol
San Luis Potosí,1768,1768,2007,8,NPS,0,frijol
Sinaloa,12298,11730,2007,8,NPS,568,frijol
Tabasco,4624,4003,2007,8,D1,621,frijol
Tamaulipas,714,714,2007,8,NPS,0,frijol
Veracruz de Ignacio de la Llave,21128,20842,2007,8,NPS,286,frijol
Yucatán,334,272,2007,8,NPS,62,frijol
Campeche,2802,2737,2007,9,D1,65,frijol
Chiapas,45124,44969,2007,9,D0,155,frijol
Chihuahua,8,5,2007,9,D0,3,frijol
Guerrero,103,103,2007,9,NPS,0,frijol
Hidalgo,4668,4668,2007,9,NPS,0,frijol
Jalisco,1964,1964,2007,9,D0,0,frijol
Michoacán de Ocampo,210,210,2007,9,D0,0,frijol
Nayarit,42576,41801,2007,9,D0,775,frijol
Oaxaca,3319,3319,2007,9,NPS,0,frijol
Puebla,356,356,2007,9,NPS,0,frijol
Quintana Roo,2870,2707,2007,9,D1,163,frijol
San Luis Potosí,1768,1768,2007,9,NPS,0,frijol
Sinaloa,12298,11730,2007,9,NPS,568,frijol
Sonora,50,50,2007,9,NPS,0,frijol
Tabasco,4624,4003,2007,9,D1,621,frijol
Tamaulipas,714,714,2007,9,NPS,0,frijol
Veracruz de Ignacio de la Llave,21128,20842,2007,9,NPS,286,frijol
Yucatán,334,272,2007,9,D0,62,frijol
Sinaloa,3160,1200,2007,11,D0,1960,frijol
Campeche,2802,2737,2007,12,NPS,65,frijol
Chiapas,45124,44969,2007,12,NPS,155,frijol
Chihuahua,8,5,2007,12,D0,3,frijol
Guerrero,103,103,2007,12,NPS,0,frijol
Hidalgo,4668,4668,2007,12,NPS,0,frijol
Jalisco,1964,1964,2007,12,D2,0,frijol
Michoacán de Ocampo,210,210,2007,12,NPS,0,frijol
Nayarit,42576,41801,2007,12,D1,775,frijol
Oaxaca,3319,3319,2007,12,NPS,0,frijol
Puebla,356,356,2007,12,NPS,0,frijol
Quintana Roo,2870,2707,2007,12,D2,163,frijol
San Luis Potosí,1768,1768,2007,12,NPS,0,frijol
Sinaloa,12298,11730,2007,12,D1,568,frijol
Sonora,50,50,2007,12,NPS,0,frijol
Tabasco,4624,4003,2007,12,NPS,621,frijol
Tamaulipas,714,714,2007,12,D0,0,frijol
Veracruz de Ignacio de la Llave,21128,20842,2007,12,NPS,286,frijol
Yucatán,334,272,2007,12,NPS,62,frijol
Chiapas,42100,2876,2008,1,NPS,39224,frijol
Hidalgo,4172,3992,2008,1,NPS,180,frijol
Nayarit,34898,757,2008,1,D2,34141,frijol
Quintana Roo,3078,361,2008,1,D2,2717,frijol
San Luis Potosí,1440,58,2008,1,NPS,1382,frijol
Sinaloa,7642,3000,2008,1,D1,4642,frijol
Veracruz de Ignacio de la Llave,21880,915,2008,1,NPS,20965,frijol
Yucatán,601,220,2008,1,D2,381,frijol
Chiapas,42764,6905,2008,2,NPS,35859,frijol
Hidalgo,4680,3992,2008,2,NPS,688,frijol
Nayarit,34898,8128,2008,2,D2,26770,frijol
Oaxaca,2444,815,2008,2,NPS,1629,frijol
Quintana Roo,3091,1088,2008,2,D2,2003,frijol
San Luis Potosí,1444,58,2008,2,NPS,1386,frijol
Sinaloa,7726,4022,2008,2,D1,3704,frijol
Tabasco,4237,1059,2008,2,D0,3178,frijol
Tamaulipas,499,4,2008,2,NPS,495,frijol
Veracruz de Ignacio de la Llave,27873,2953,2008,2,NPS,24920,frijol
Campeche,2355,1275,2008,3,NPS,1080,frijol
Chiapas,43414,22210,2008,3,NPS,21204,frijol
Guerrero,95,56,2008,3,D1,39,frijol
Hidalgo,4680,3992,2008,3,NPS,688,frijol
Jalisco,2059,145,2008,3,D1,1914,frijol
Nayarit,34898,34898,2008,3,D2,0,frijol
Oaxaca,2444,1387,2008,3,D0,1057,frijol
Quintana Roo,3099,2212,2008,3,D0,887,frijol
San Luis Potosí,1490,834,2008,3,NPS,656,frijol
Sinaloa,7750,6269,2008,3,D1,1481,frijol
Tabasco,4503,2425,2008,3,D1,2078,frijol
Tamaulipas,527,164,2008,3,NPS,363,frijol
Veracruz de Ignacio de la Llave,28673,13698,2008,3,NPS,14975,frijol
Yucatán,601,524,2008,3,NPS,77,frijol
Campeche,2355,1470,2008,4,D0,885,frijol
Chiapas,43414,33713,2008,4,NPS,9701,frijol
Guerrero,95,95,2008,4,D1,0,frijol
Hidalgo,4680,3992,2008,4,NPS,688,frijol
Jalisco,2059,1886,2008,4,D1,173,frijol
Nayarit,34898,34898,2008,4,D3,0,frijol
Oaxaca,2444,1793,2008,4,NPS,651,frijol
Quintana Roo,3109,2554,2008,4,D1,555,frijol
San Luis Potosí,1490,1264,2008,4,NPS,226,frijol
Sinaloa,7750,6279,2008,4,D1,1471,frijol
Tabasco,4748,3245,2008,4,D2,1503,frijol
Tamaulipas,527,482,2008,4,D0,45,frijol
Veracruz de Ignacio de la Llave,28673,16542,2008,4,D0,12131,frijol
Yucatán,601,547,2008,4,NPS,54,frijol
Campeche,2355,2280,2008,5,D0,75,frijol
Chiapas,43414,36698,2008,5,NPS,6716,frijol
Chihuahua,21,8,2008,5,D0,13,frijol
Guerrero,95,95,2008,5,D1,0,frijol
Hidalgo,4680,4517,2008,5,D0,163,frijol
Jalisco,2059,2040,2008,5,D1,19,frijol
Michoacán de Ocampo,58,50,2008,5,D3,8,frijol
Nayarit,34898,34898,2008,5,D3,0,frijol
Oaxaca,2444,2420,2008,5,D0,24,frijol
Quintana Roo,3109,2560,2008,5,D2,549,frijol
San Luis Potosí,1490,1490,2008,5,NPS,0,frijol
Sinaloa,7750,6297,2008,5,D1,1453,frijol
Tabasco,4807,3856,2008,5,D2,951,frijol
Tamaulipas,527,482,2008,5,D1,45,frijol
Veracruz de Ignacio de la Llave,28673,24540,2008,5,D2,4133,frijol
Yucatán,601,547,2008,5,NPS,54,frijol
Campeche,3030,2955,2008,6,D0,75,frijol
Chiapas,43414,37869,2008,6,NPS,5545,frijol
Chihuahua,21,8,2008,6,D1,13,frijol
Guerrero,95,95,2008,6,D0,0,frijol
Hidalgo,4680,4680,2008,6,D0,0,frijol
Jalisco,2059,2040,2008,6,D1,19,frijol
Michoacán de Ocampo,58,50,2008,6,D3,8,frijol
Nayarit,34898,34898,2008,6,D3,0,frijol
Oaxaca,2444,2444,2008,6,NPS,0,frijol
Puebla,323,259,2008,6,D0,64,frijol
Quintana Roo,3109,2570,2008,6,D1,539,frijol
San Luis Potosí,1490,1490,2008,6,NPS,0,frijol
Sinaloa,7750,6297,2008,6,D0,1453,frijol
Tabasco,4807,4058,2008,6,D0,749,frijol
Tamaulipas,527,482,2008,6,NPS,45,frijol
Veracruz de Ignacio de la Llave,28673,26546,2008,6,D0,2127,frijol
Yucatán,601,547,2008,6,NPS,54,frijol
Campeche,3030,2955,2008,7,D0,75,frijol
Chiapas,43414,41196,2008,7,NPS,2218,frijol
Chihuahua,21,8,2008,7,NPS,13,frijol
Guerrero,95,95,2008,7,NPS,0,frijol
Hidalgo,4680,4680,2008,7,NPS,0,frijol
Jalisco,2059,2055,2008,7,D1,4,frijol
Michoacán de Ocampo,58,58,2008,7,D1,0,frijol
Nayarit,34898,34898,2008,7,D2,0,frijol
Oaxaca,2444,2444,2008,7,NPS,0,frijol
Puebla,323,323,2008,7,NPS,0,frijol
Quintana Roo,3109,3109,2008,7,NPS,0,frijol
San Luis Potosí,1490,1490,2008,7,NPS,0,frijol
Sinaloa,7750,7617,2008,7,NPS,133,frijol
Tabasco,4807,4559,2008,7,NPS,248,frijol
Tamaulipas,527,487,2008,7,NPS,40,frijol
Veracruz de Ignacio de la Llave,28673,27707,2008,7,D0,966,frijol
Yucatán,601,547,2008,7,NPS,54,frijol
Campeche,3030,2955,2008,8,D1,75,frijol
Chiapas,43414,41749,2008,8,NPS,1665,frijol
Chihuahua,21,8,2008,8,NPS,13,frijol
Guerrero,95,95,2008,8,NPS,0,frijol
Hidalgo,4680,4680,2008,8,NPS,0,frijol
Jalisco,2059,2055,2008,8,D1,4,frijol
Michoacán de Ocampo,58,58,2008,8,D2,0,frijol
Nayarit,34898,34898,2008,8,D1,0,frijol
Oaxaca,2444,2444,2008,8,NPS,0,frijol
Puebla,323,323,2008,8,NPS,0,frijol
Quintana Roo,3109,3109,2008,8,NPS,0,frijol
San Luis Potosí,1490,1490,2008,8,NPS,0,frijol
Sinaloa,7750,7617,2008,8,NPS,133,frijol
Tabasco,4807,4559,2008,8,NPS,248,frijol
Tamaulipas,527,507,2008,8,NPS,20,frijol
Veracruz de Ignacio de la Llave,28673,27872,2008,8,D0,801,frijol
Yucatán,601,547,2008,8,NPS,54,frijol
Campeche,3030,2955,2008,9,D1,75,frijol
Chiapas,43414,41749,2008,9,NPS,1665,frijol
Chihuahua,21,8,2008,9,NPS,13,frijol
Guerrero,95,95,2008,9,NPS,0,frijol
Hidalgo,4680,4680,2008,9,NPS,0,frijol
Jalisco,2059,2055,2008,9,NPS,4,frijol
Michoacán de Ocampo,58,58,2008,9,D1,0,frijol
Nayarit,34898,34898,2008,9,NPS,0,frijol
Oaxaca,2444,2444,2008,9,NPS,0,frijol
Puebla,323,323,2008,9,NPS,0,frijol
Quintana Roo,3109,3109,2008,9,NPS,0,frijol
San Luis Potosí,1490,1490,2008,9,NPS,0,frijol
Sinaloa,7750,7617,2008,9,NPS,133,frijol
Tabasco,4807,4559,2008,9,NPS,248,frijol
Tamaulipas,527,507,2008,9,NPS,20,frijol
Veracruz de Ignacio de la Llave,28673,27932,2008,9,D0,741,frijol
Yucatán,601,547,2008,9,NPS,54,frijol
Campeche,3030,2955,2008,12,D0,75,frijol
Chiapas,43414,41749,2008,12,D0,1665,frijol
Chihuahua,21,8,2008,12,NPS,13,frijol
Guerrero,95,95,2008,12,NPS,0,frijol
Hidalgo,4680,4680,2008,12,NPS,0,frijol
Jalisco,2059,2055,2008,12,D0,4,frijol
Michoacán de Ocampo,58,58,2008,12,D1,0,frijol
Nayarit,34898,34898,2008,12,D0,0,frijol
Oaxaca,2444,2444,2008,12,NPS,0,frijol
Puebla,323,323,2008,12,NPS,0,frijol
Quintana Roo,3109,3109,2008,12,D0,0,frijol
San Luis Potosí,1490,1490,2008,12,NPS,0,frijol
Sinaloa,7750,7617,2008,12,NPS,133,frijol
Tabasco,4807,4559,2008,12,D1,248,frijol
Tamaulipas,527,507,2008,12,NPS,20,frijol
Veracruz de Ignacio de la Llave,28673,27932,2008,12,D0,741,frijol
Yucatán,601,547,2008,12,D0,54,frijol
Chiapas,42797,1482,2009,1,D0,41315,frijol
Hidalgo,4392,4171,2009,1,NPS,221,frijol
Nayarit,33441,2362,2009,1,D0,31079,frijol
Quintana Roo,3166,875,2009,1,NPS,2291,frijol
Sinaloa,4096,16,2009,1,D0,4080,frijol
Veracruz de Ignacio de la Llave,16838,3826,2009,1,D0,13012,frijol
Yucatán,320,250,2009,1,D1,70,frijol
Chiapas,43353,3499,2009,2,D0,39854,frijol
Hidalgo,4839,4171,2009,2,NPS,668,frijol
Jalisco,1818,350,2009,2,NPS,1468,frijol
Nayarit,33443,26363,2009,2,D0,7080,frijol
Oaxaca,2417,470,2009,2,NPS,1947,frijol
Quintana Roo,3232,1250,2009,2,D0,1982,frijol
San Luis Potosí,1704,305,2009,2,NPS,1399,frijol
Sinaloa,4097,1698,2009,2,D0,2399,frijol
Tabasco,3984,950,2009,2,D1,3034,frijol
Tamaulipas,476,200,2009,2,NPS,276,frijol
Veracruz de Ignacio de la Llave,32731,6452,2009,2,D0,26279,frijol
Yucatán,320,318,2009,2,D1,2,frijol
Campeche,2682,1239,2009,3,D1,1443,frijol
Chiapas,44523,17281,2009,3,D0,27242,frijol
