ENTIDAD,Mes,Precipitacion,Año
MICHOACÁN,2,0.88,2013
MORELOS,2,0.32,2013
NAYARIT,2,0.45,2013
NUEVO LEÓN,2,2.46,2013
OAXACA,2,11.88,2013
PUEBLA,2,11.66,2013
QUERÉTARO,2,3.82,2013
QUINTANA ROO,2,40.74,2013
SAN LUIS POTOSÍ,2,4.8,2013
SINALOA,2,0.14,2013
SONORA,2,5.09,2013
TABASCO,2,34.34,2013
TAMAULIPAS,2,3.17,2013
TLAXCALA,2,7.52,2013
VERACRUZ,2,29.26,2013
YUCATÁN,2,12.78,2013
ZACATECAS,2,0.42,2013
AGUASCALIENTES,3,0.38,2013
BAJA CALIFORNIA,3,6.27,2013
BAJA CALIFORNIA SUR,3,0.8,2013
CAMPECHE,3,6.959999999999999,2013
COAHUILA,3,1.7,2013
COLIMA,3,6.59,2013
CHIAPAS,3,15.73,2013
CHIHUAHUA,3,1.1,2013
CIUDAD DE MÉXICO,3,2.28,2013
DURANGO,3,0.13999999999999999,2013
GUANAJUATO,3,2.37,2013
GUERRERO,3,7.5299999999999985,2013
HIDALGO,3,8.669999999999998,2013
JALISCO,3,2.2199999999999998,2013
ESTADO DE MÉXICO,3,7.669999999999999,2013
MICHOACÁN,3,10.27,2013
MORELOS,3,8.939999999999998,2013
NAYARIT,3,0.45,2013
NUEVO LEÓN,3,6.55,2013
OAXACA,3,12.11,2013
PUEBLA,3,16.320000000000004,2013
QUERÉTARO,3,5.89,2013
QUINTANA ROO,3,39.050000000000004,2013
SAN LUIS POTOSÍ,3,9.98,2013
SINALOA,3,0.19999999999999998,2013
SONORA,3,2.2399999999999998,2013
TABASCO,3,48.650000000000006,2013
TAMAULIPAS,3,9.63,2013
TLAXCALA,3,7.980000000000001,2013
VERACRUZ,3,30.780000000000005,2013
YUCATÁN,3,10.739999999999998,2013
ZACATECAS,3,0.42000000000000004,2013
AGUASCALIENTES,4,0.19,2013
BAJA CALIFORNIA,4,0.44,2013
BAJA CALIFORNIA SUR,4,0.14,2013
CAMPECHE,4,19.460000000000004,2013
COAHUILA,4,12.33,2013
COLIMA,4,0.12,2013
CHIAPAS,4,29.6,2013
CHIHUAHUA,4,0.52,2013
CIUDAD DE MÉXICO,4,15.56,2013
DURANGO,4,0.25,2013
GUANAJUATO,4,1.02,2013
GUERRERO,4,7.1,2013
HIDALGO,4,9.77,2013
JALISCO,4,0.12,2013
ESTADO DE MÉXICO,4,11.92,2013
MICHOACÁN,4,0.93,2013
MORELOS,4,6.53,2013
NAYARIT,4,0.96,2013
NUEVO LEÓN,4,27.2,2013
OAXACA,4,13.56,2013
PUEBLA,4,20.54,2013
QUERÉTARO,4,7.38,2013
QUINTANA ROO,4,18.6,2013
SAN LUIS POTOSÍ,4,2.71,2013
SINALOA,4,0.15,2013
SONORA,4,0.99,2013
TABASCO,4,37.12,2013
TAMAULIPAS,4,28.15,2013
TLAXCALA,4,16.34,2013
VERACRUZ,4,19.05,2013
YUCATÁN,4,36.97,2013
ZACATECAS,4,0.82,2013
AGUASCALIENTES,5,18.9,2013
BAJA CALIFORNIA,5,3.41,2013
BAJA CALIFORNIA SUR,5,1.15,2013
CAMPECHE,5,119.68000000000002,2013
COAHUILA,5,44.13,2013
COLIMA,5,2.82,2013
CHIAPAS,5,214.62,2013
CHIHUAHUA,5,7.6,2013
CIUDAD DE MÉXICO,5,52.8,2013
DURANGO,5,4.7,2013
GUANAJUATO,5,27.0,2013
GUERRERO,5,69.6,2013
HIDALGO,5,53.2,2013
JALISCO,5,18.4,2013
ESTADO DE MÉXICO,5,56.9,2013
MICHOACÁN,5,24.8,2013
MORELOS,5,144.5,2013
NAYARIT,5,5.1,2013
NUEVO LEÓN,5,76.0,2013
OAXACA,5,73.9,2013
PUEBLA,5,92.5,2013
QUERÉTARO,5,41.2,2013
QUINTANA ROO,5,77.9,2013
SAN LUIS POTOSÍ,5,42.8,2013
SINALOA,5,1.2,2013
SONORA,5,0.9,2013
TABASCO,5,141.3,2013
TAMAULIPAS,5,55.2,2013
TLAXCALA,5,69.1,2013
VERACRUZ,5,120.3,2013
YUCATÁN,5,72.5,2013
ZACATECAS,5,14.2,2013
AGUASCALIENTES,6,75.4,2013
BAJA CALIFORNIA,6,3.76,2013
BAJA CALIFORNIA SUR,6,4.12,2013
CAMPECHE,6,248.8,2013
COAHUILA,6,52.38,2013
COLIMA,6,124.2,2013
CHIAPAS,6,339.3,2013
CHIHUAHUA,6,52.09,2013
CIUDAD DE MÉXICO,6,107.1,2013
DURANGO,6,26.69,2013
GUANAJUATO,6,94.61,2013
GUERRERO,6,195.7,2013
HIDALGO,6,100.0,2013
JALISCO,6,114.4,2013
ESTADO DE MÉXICO,6,124.2,2013
MICHOACÁN,6,122.9,2013
MORELOS,6,262.5,2013
NAYARIT,6,151.4,2013
NUEVO LEÓN,6,47.45,2013
OAXACA,6,187.9,2013
PUEBLA,6,204.5,2013
QUERÉTARO,6,89.23,2013
QUINTANA ROO,6,254.7,2013
SAN LUIS POTOSÍ,6,87.54,2013
SINALOA,6,35.66,2013
SONORA,6,9.74,2013
TABASCO,6,266.1,2013
TAMAULIPAS,6,100.8,2013
TLAXCALA,6,117.7,2013
VERACRUZ,6,254.6,2013
YUCATÁN,6,216.9,2013
ZACATECAS,6,54.62,2013
AGUASCALIENTES,7,205.7,2013
BAJA CALIFORNIA,7,30.6,2013
BAJA CALIFORNIA SUR,7,18.3,2013
CAMPECHE,7,215.1,2013
COAHUILA,7,76.5,2013
COLIMA,7,239.1,2013
CHIAPAS,7,248.4,2013
CHIHUAHUA,7,204.9,2013
CIUDAD DE MÉXICO,7,113.8,2013
DURANGO,7,147.4,2013
GUANAJUATO,7,214.8,2013
GUERRERO,7,154.4,2013
HIDALGO,7,100.5,2013
JALISCO,7,223.6,2013
ESTADO DE MÉXICO,7,161.1,2013
MICHOACÁN,7,234.6,2013
MORELOS,7,254.0,2013
NAYARIT,7,216.7,2013
NUEVO LEÓN,7,72.1,2013
OAXACA,7,133.5,2013
PUEBLA,7,203.2,2013
QUERÉTARO,7,159.3,2013
QUINTANA ROO,7,208.7,2013
SAN LUIS POTOSÍ,7,102.1,2013
SINALOA,7,169.4,2013
SONORA,7,148.3,2013
TABASCO,7,230.1,2013
TAMAULIPAS,7,94.4,2013
TLAXCALA,7,161.0,2013
VERACRUZ,7,158.7,2013
YUCATÁN,7,154.7,2013
ZACATECAS,7,158.5,2013
AGUASCALIENTES,8,80.1,2013
BAJA CALIFORNIA,8,31.6,2013
BAJA CALIFORNIA SUR,8,65.8,2013
CAMPECHE,8,259.0,2013
COAHUILA,8,28.0,2013
COLIMA,8,300.0,2013
CHIAPAS,8,309.9,2013
CHIHUAHUA,8,99.1,2013
CIUDAD DE MÉXICO,8,130.3,2013
DURANGO,8,89.4,2013
GUANAJUATO,8,107.1,2013
GUERRERO,8,156.3,2013
HIDALGO,8,116.7,2013
JALISCO,8,153.9,2013
ESTADO DE MÉXICO,8,133.0,2013
MICHOACÁN,8,160.9,2013
MORELOS,8,256.3,2013
NAYARIT,8,289.9,2013
NUEVO LEÓN,8,51.3,2013
OAXACA,8,204.2,2013
PUEBLA,8,227.9,2013
QUERÉTARO,8,116.6,2013
QUINTANA ROO,8,220.7,2013
SAN LUIS POTOSÍ,8,134.8,2013
SINALOA,8,197.2,2013
SONORA,8,97.3,2013
TABASCO,8,297.5,2013
TAMAULIPAS,8,132.9,2013
TLAXCALA,8,96.2,2013
VERACRUZ,8,265.2,2013
YUCATÁN,8,205.6,2013
ZACATECAS,8,79.6,2013
AGUASCALIENTES,9,154.3,2013
BAJA CALIFORNIA,9,33.5,2013
BAJA CALIFORNIA SUR,9,54.1,2013
CAMPECHE,9,216.6,2013
COAHUILA,9,121.2,2013
COLIMA,9,731.1,2013
CHIAPAS,9,394.9,2013
CHIHUAHUA,9,103.0,2013
CIUDAD DE MÉXICO,9,169.7,2013
DURANGO,9,138.5,2013
GUANAJUATO,9,185.9,2013
GUERRERO,9,535.2,2013
HIDALGO,9,218.9,2013
JALISCO,9,304.8,2013
ESTADO DE MÉXICO,9,221.9,2013
MICHOACÁN,9,359.4,2013
MORELOS,9,393.9,2013
NAYARIT,9,324.2,2013
NUEVO LEÓN,9,291.3,2013
OAXACA,9,409.4,2013
PUEBLA,9,349.1,2013
QUERÉTARO,9,203.0,2013
QUINTANA ROO,9,377.4,2013
SAN LUIS POTOSÍ,9,260.9,2013
SINALOA,9,298.6,2013
SONORA,9,81.0,2013
TABASCO,9,276.3,2013
TAMAULIPAS,9,402.8,2013
TLAXCALA,9,202.8,2013
VERACRUZ,9,408.6,2013
YUCATÁN,9,270.1,2013
ZACATECAS,9,144.5,2013
AGUASCALIENTES,10,45.3,2013
BAJA CALIFORNIA,10,13.4,2013
BAJA CALIFORNIA SUR,10,56.3,2013
CAMPECHE,10,171.5,2013
COAHUILA,10,40.1,2013
COLIMA,10,124.6,2013
CHIAPAS,10,299.5,2013
CHIHUAHUA,10,33.9,2013
CIUDAD DE MÉXICO,10,64.3,2013
DURANGO,10,19.3,2013
GUANAJUATO,10,47.3,2013
GUERRERO,10,103.2,2013
HIDALGO,10,79.4,2013
JALISCO,10,60.2,2013
ESTADO DE MÉXICO,10,71.7,2013
MICHOACÁN,10,74.1,2013
MORELOS,10,114.5,2013
NAYARIT,10,32.9,2013
NUEVO LEÓN,10,29.7,2013
OAXACA,10,98.1,2013
PUEBLA,10,125.2,2013
QUERÉTARO,10,64.3,2013
QUINTANA ROO,10,235.8,2013
SAN LUIS POTOSÍ,10,61.5,2013
SINALOA,10,16.1,2013
SONORA,10,25.1,2013
TABASCO,10,378.4,2013
TAMAULIPAS,10,43.2,2013
TLAXCALA,10,81.3,2013
VERACRUZ,10,225.6,2013
YUCATÁN,10,177.1,2013
ZACATECAS,10,48.9,2013
AGUASCALIENTES,11,35.2,2013
BAJA CALIFORNIA,11,17.4,2013
BAJA CALIFORNIA SUR,11,12.8,2013
CAMPECHE,11,189.0,2013
COAHUILA,11,33.1,2013
COLIMA,11,176.5,2013
CHIAPAS,11,193.2,2013
CHIHUAHUA,11,45.9,2013
CIUDAD DE MÉXICO,11,36.1,2013
DURANGO,11,59.9,2013
GUANAJUATO,11,32.5,2013
GUERRERO,11,29.9,2013
HIDALGO,11,66.7,2013
JALISCO,11,60.0,2013
ESTADO DE MÉXICO,11,42.1,2013
MICHOACÁN,11,37.6,2013
MORELOS,11,70.4,2013
NAYARIT,11,91.4,2013
NUEVO LEÓN,11,50.0,2013
OAXACA,11,61.8,2013
PUEBLA,11,104.9,2013
QUERÉTARO,11,55.4,2013
QUINTANA ROO,11,246.0,2013
SAN LUIS POTOSÍ,11,75.0,2013
SINALOA,11,91.1,2013
SONORA,11,28.6,2013
TABASCO,11,455.8,2013
TAMAULIPAS,11,88.6,2013
TLAXCALA,11,42.4,2013
VERACRUZ,11,243.7,2013
YUCATÁN,11,135.6,2013
ZACATECAS,11,37.6,2013
AGUASCALIENTES,12,89.3,2013
BAJA CALIFORNIA,12,12.3,2013
BAJA CALIFORNIA SUR,12,6.3,2013
CAMPECHE,12,123.1,2013
COAHUILA,12,17.0,2013
COLIMA,12,74.1,2013
CHIAPAS,12,157.8,2013
CHIHUAHUA,12,49.6,2013
CIUDAD DE MÉXICO,12,2.5,2013
DURANGO,12,22.9,2013
GUANAJUATO,12,37.9,2013
GUERRERO,12,4.4,2013
HIDALGO,12,26.8,2013
JALISCO,12,79.0,2013
ESTADO DE MÉXICO,12,7.6,2013
MICHOACÁN,12,32.1,2013
MORELOS,12,2.1,2013
NAYARIT,12,77.3,2013
NUEVO LEÓN,12,74.5,2013
OAXACA,12,19.9,2013
PUEBLA,12,26.0,2013
QUERÉTARO,12,29.3,2013
QUINTANA ROO,12,127.6,2013
SAN LUIS POTOSÍ,12,70.9,2013
SINALOA,12,32.9,2013
SONORA,12,28.4,2013
TABASCO,12,460.5,2013
TAMAULIPAS,12,100.9,2013
TLAXCALA,12,17.4,2013
VERACRUZ,12,77.0,2013
YUCATÁN,12,69.1,2013
ZACATECAS,12,64.1,2013
AGUASCALIENTES,1,5.759999999999999,2014
BAJA CALIFORNIA,1,3.61,2014
BAJA CALIFORNIA SUR,1,2.33,2014
CAMPECHE,1,83.33999999999999,2014
COAHUILA,1,4.579999999999999,2014
COLIMA,1,3.759999999999999,2014
CHIAPAS,1,67.33,2014
CHIHUAHUA,1,1.24,2014
CIUDAD DE MÉXICO,1,0.42000000000000004,2014
DURANGO,1,5.27,2014
GUANAJUATO,1,4.420000000000001,2014
GUERRERO,1,1.81,2014
HIDALGO,1,9.549999999999997,2014
JALISCO,1,6.289999999999999,2014
ESTADO DE MÉXICO,1,3.11,2014
MICHOACÁN,1,4.459999999999998,2014
MORELOS,1,0.34,2014
NAYARIT,1,9.17,2014
NUEVO LEÓN,1,6.999999999999997,2014
OAXACA,1,7.8,2014
PUEBLA,1,11.179999999999994,2014
QUERÉTARO,1,6.159999999999998,2014
QUINTANA ROO,1,112.04999999999997,2014
SAN LUIS POTOSÍ,1,17.54,2014
SINALOA,1,1.36,2014
SONORA,1,0.45,2014
TABASCO,1,177.66999999999996,2014
TAMAULIPAS,1,10.76,2014
TLAXCALA,1,3.489999999999998,2014
VERACRUZ,1,33.37,2014
YUCATÁN,1,92.32000000000001,2014
ZACATECAS,1,10.38,2014
AGUASCALIENTES,2,0.26,2014
BAJA CALIFORNIA,2,14.34,2014
BAJA CALIFORNIA SUR,2,0.51,2014
CAMPECHE,2,27.689999999999998,2014
COAHUILA,2,2.28,2014
COLIMA,2,0.08,2014
CHIAPAS,2,19.610000000000003,2014
CHIHUAHUA,2,0.64,2014
CIUDAD DE MÉXICO,2,1.39,2014
DURANGO,2,0.6000000000000001,2014
GUANAJUATO,2,0.26,2014
GUERRERO,2,0.24000000000000002,2014
HIDALGO,2,4.579999999999999,2014
JALISCO,2,0.04,2014
ESTADO DE MÉXICO,2,2.8499999999999988,2014
MICHOACÁN,2,0.6100000000000001,2014
MORELOS,2,0.13,2014
NAYARIT,2,0.18,2014
NUEVO LEÓN,2,8.09,2014
OAXACA,2,4.33,2014
PUEBLA,2,5.819999999999999,2014
QUERÉTARO,2,1.5699999999999998,2014
QUINTANA ROO,2,34.92,2014
SAN LUIS POTOSÍ,2,4.16,2014
SINALOA,2,0.16000000000000003,2014
SONORA,2,0.72,2014
TABASCO,2,38.75000000000001,2014
TAMAULIPAS,2,10.76,2014
TLAXCALA,2,1.21,2014
VERACRUZ,2,10.73,2014
YUCATÁN,2,31.0,2014
ZACATECAS,2,0.44,2014
AGUASCALIENTES,3,2.24,2014
BAJA CALIFORNIA,3,9.62,2014
BAJA CALIFORNIA SUR,3,1.76,2014
CAMPECHE,3,24.310000000000002,2014
COAHUILA,3,7.899999999999999,2014
COLIMA,3,0.15000000000000002,2014
CHIAPAS,3,37.85999999999999,2014
CHIHUAHUA,3,10.969999999999999,2014
CIUDAD DE MÉXICO,3,10.870000000000001,2014
DURANGO,3,4.9,2014
GUANAJUATO,3,4.25,2014
GUERRERO,3,0.95,2014
HIDALGO,3,19.94,2014
JALISCO,3,1.3200000000000003,2014
ESTADO DE MÉXICO,3,6.11,2014
MICHOACÁN,3,1.41,2014
MORELOS,3,2.3000000000000003,2014
NAYARIT,3,1.1100000000000003,2014
NUEVO LEÓN,3,24.879999999999995,2014
OAXACA,3,10.64,2014
PUEBLA,3,33.7,2014
QUERÉTARO,3,11.27,2014
QUINTANA ROO,3,40.96999999999999,2014
SAN LUIS POTOSÍ,3,22.600000000000005,2014
SINALOA,3,6.95,2014
SONORA,3,10.05,2014
TABASCO,3,70.49000000000001,2014
TAMAULIPAS,3,43.01000000000002,2014
TLAXCALA,3,19.05,2014
VERACRUZ,3,35.489999999999995,2014
YUCATÁN,3,10.52,2014
ZACATECAS,3,4.039999999999999,2014
AGUASCALIENTES,4,0.37,2014
BAJA CALIFORNIA,4,3.309999999999999,2014
BAJA CALIFORNIA SUR,4,0.13,2014
CAMPECHE,4,45.39,2014
COAHUILA,4,5.579999999999998,2014
COLIMA,4,0.060000000000000005,2014
CHIAPAS,4,93.61999999999999,2014
CHIHUAHUA,4,1.1800000000000002,2014
CIUDAD DE MÉXICO,4,21.79,2014
DURANGO,4,0.32000000000000006,2014
GUANAJUATO,4,9.239999999999998,2014
GUERRERO,4,6.909999999999998,2014
HIDALGO,4,23.97,2014
JALISCO,4,1.5800000000000003,2014
ESTADO DE MÉXICO,4,17.92,2014
MICHOACÁN,4,5.010000000000001,2014
MORELOS,4,31.150000000000002,2014
NAYARIT,4,1.34,2014
NUEVO LEÓN,4,12.199999999999998,2014
OAXACA,4,17.39,2014
PUEBLA,4,35.39000000000001,2014
QUERÉTARO,4,17.189999999999998,2014
QUINTANA ROO,4,39.849999999999994,2014
SAN LUIS POTOSÍ,4,16.49,2014
SINALOA,4,0.15000000000000002,2014
SONORA,4,0.52,2014
TABASCO,4,133.43,2014
TAMAULIPAS,4,15.589999999999998,2014
TLAXCALA,4,20.090000000000003,2014
VERACRUZ,4,25.44,2014
YUCATÁN,4,19.029999999999998,2014
ZACATECAS,4,1.96,2014
AGUASCALIENTES,5,56.019999999999996,2014
BAJA CALIFORNIA,5,1.77,2014
BAJA CALIFORNIA SUR,5,1.5400000000000003,2014
CAMPECHE,5,165.54999999999998,2014
COAHUILA,5,40.39,2014
COLIMA,5,108.71999999999998,2014
CHIAPAS,5,262.27,2014
CHIHUAHUA,5,1.7600000000000005,2014
CIUDAD DE MÉXICO,5,59.95000000000001,2014
DURANGO,5,6.97,2014
GUANAJUATO,5,75.76,2014
GUERRERO,5,134.09,2014
HIDALGO,5,77.71,2014
JALISCO,5,58.87,2014
ESTADO DE MÉXICO,5,111.20000000000003,2014
MICHOACÁN,5,94.65999999999998,2014
MORELOS,5,194.54,2014
NAYARIT,5,18.77,2014
NUEVO LEÓN,5,71.08999999999999,2014
OAXACA,5,113.66999999999997,2014
PUEBLA,5,161.19,2014
QUERÉTARO,5,71.72,2014
QUINTANA ROO,5,209.85,2014
SAN LUIS POTOSÍ,5,67.17999999999999,2014
SINALOA,5,2.37,2014
SONORA,5,0.9500000000000002,2014
TABASCO,5,274.69000000000005,2014
TAMAULIPAS,5,101.28000000000002,2014
TLAXCALA,5,119.81,2014
VERACRUZ,5,126.46000000000001,2014
YUCATÁN,5,175.14000000000004,2014
ZACATECAS,5,32.93,2014
AGUASCALIENTES,6,119.64,2014
BAJA CALIFORNIA,6,0.68,2014
BAJA CALIFORNIA SUR,6,8.36,2014
CAMPECHE,6,209.81,2014
COAHUILA,6,58.24000000000001,2014
COLIMA,6,438.68,2014
CHIAPAS,6,348.1499999999999,2014
CHIHUAHUA,6,41.18000000000001,2014
CIUDAD DE MÉXICO,6,96.35,2014
DURANGO,6,77.11000000000001,2014
GUANAJUATO,6,158.83,2014
GUERRERO,6,216.47,2014
HIDALGO,6,150.98000000000002,2014
JALISCO,6,226.58000000000004,2014
ESTADO DE MÉXICO,6,183.46999999999997,2014
MICHOACÁN,6,203.79000000000002,2014
MORELOS,6,451.4199999999999,2014
NAYARIT,6,263.93,2014
NUEVO LEÓN,6,68.01,2014
OAXACA,6,258.85,2014
PUEBLA,6,307.95000000000005,2014
QUERÉTARO,6,201.95000000000002,2014
QUINTANA ROO,6,97.72000000000003,2014
SAN LUIS POTOSÍ,6,141.94000000000003,2014
SINALOA,6,104.56000000000002,2014
SONORA,6,8.56,2014
TABASCO,6,264.56000000000006,2014
TAMAULIPAS,6,108.53999999999998,2014
TLAXCALA,6,211.25,2014
VERACRUZ,6,255.70000000000005,2014
YUCATÁN,6,83.56000000000002,2014
ZACATECAS,6,105.46000000000001,2014
AGUASCALIENTES,7,103.65999999999998,2014
BAJA CALIFORNIA,7,3.230000000000001,2014
BAJA CALIFORNIA SUR,7,63.96,2014
CAMPECHE,7,131.12000000000003,2014
COAHUILA,7,44.400000000000006,2014
COLIMA,7,242.64000000000001,2014
CHIAPAS,7,149.98,2014
CHIHUAHUA,7,116.22,2014
CIUDAD DE MÉXICO,7,98.96999999999997,2014
DURANGO,7,101.17,2014
GUANAJUATO,7,127.94,2014
GUERRERO,7,104.51,2014
HIDALGO,7,85.23000000000003,2014
JALISCO,7,157.29999999999998,2014
ESTADO DE MÉXICO,7,142.54000000000002,2014
MICHOACÁN,7,139.73,2014
MORELOS,7,196.14,2014
NAYARIT,7,170.92999999999998,2014
NUEVO LEÓN,7,48.17999999999999,2014
OAXACA,7,103.31999999999998,2014
PUEBLA,7,147.83999999999997,2014
QUERÉTARO,7,114.50999999999999,2014
QUINTANA ROO,7,73.14,2014
SAN LUIS POTOSÍ,7,138.49,2014
SINALOA,7,235.13000000000002,2014
SONORA,7,138.54000000000002,2014
TABASCO,7,178.22000000000006,2014
TAMAULIPAS,7,79.92000000000002,2014
TLAXCALA,7,125.06000000000003,2014
VERACRUZ,7,155.55999999999995,2014
YUCATÁN,7,111.27,2014
ZACATECAS,7,83.46999999999998,2014
AGUASCALIENTES,8,92.0,2014
BAJA CALIFORNIA,8,9.38,2014
BAJA CALIFORNIA SUR,8,68.51999999999998,2014
CAMPECHE,8,206.49999999999997,2014
COAHUILA,8,60.949999999999996,2014
COLIMA,8,286.1,2014
CHIAPAS,8,225.45000000000007,2014
CHIHUAHUA,8,136.37,2014
CIUDAD DE MÉXICO,8,108.19000000000001,2014
DURANGO,8,111.54,2014
GUANAJUATO,8,109.08,2014
GUERRERO,8,244.35999999999996,2014
HIDALGO,8,70.93000000000002,2014
JALISCO,8,189.16,2014
ESTADO DE MÉXICO,8,134.07,2014
MICHOACÁN,8,159.52,2014
MORELOS,8,261.18,2014
NAYARIT,8,348.35,2014
NUEVO LEÓN,8,55.40999999999999,2014
OAXACA,8,159.86,2014
PUEBLA,8,144.05000000000004,2014
QUERÉTARO,8,96.45000000000002,2014
QUINTANA ROO,8,127.19999999999999,2014
SAN LUIS POTOSÍ,8,71.4,2014
SINALOA,8,240.97000000000003,2014
SONORA,8,146.44000000000003,2014
TABASCO,8,193.04000000000002,2014
TAMAULIPAS,8,56.35000000000001,2014
TLAXCALA,8,113.92999999999998,2014
VERACRUZ,8,148.58,2014
YUCATÁN,8,176.96,2014
ZACATECAS,8,95.48999999999998,2014
AGUASCALIENTES,9,93.33000000000003,2014
BAJA CALIFORNIA,9,2.94,2014
BAJA CALIFORNIA SUR,9,164.51,2014
CAMPECHE,9,231.13000000000002,2014
COAHUILA,9,99.36000000000003,2014
COLIMA,9,437.59999999999997,2014
CHIAPAS,9,461.7000000000001,2014
CHIHUAHUA,9,132.32999999999998,2014
CIUDAD DE MÉXICO,9,98.31000000000003,2014
DURANGO,9,112.06999999999998,2014
GUANAJUATO,9,106.67999999999998,2014
GUERRERO,9,281.40000000000003,2014
HIDALGO,9,164.92,2014
JALISCO,9,183.67999999999998,2014
ESTADO DE MÉXICO,9,148.23999999999998,2014
MICHOACÁN,9,158.68000000000004,2014
MORELOS,9,406.96999999999997,2014
NAYARIT,9,246.98999999999998,2014
NUEVO LEÓN,9,221.40000000000006,2014
OAXACA,9,255.42999999999998,2014
PUEBLA,9,217.48000000000002,2014
QUERÉTARO,9,154.61,2014
QUINTANA ROO,9,234.35000000000005,2014
SAN LUIS POTOSÍ,9,196.63999999999996,2014
SINALOA,9,202.65000000000003,2014
SONORA,9,139.26000000000002,2014
TABASCO,9,371.9500000000001,2014
TAMAULIPAS,9,345.56999999999994,2014
TLAXCALA,9,138.73,2014
VERACRUZ,9,355.50000000000006,2014
YUCATÁN,9,193.86999999999998,2014
ZACATECAS,9,108.76999999999998,2014
AGUASCALIENTES,10,33.510000000000005,2014
BAJA CALIFORNIA,10,6.85,2014
BAJA CALIFORNIA SUR,10,17.770000000000003,2014
CAMPECHE,10,189.24,2014
COAHUILA,10,23.940000000000005,2014
COLIMA,10,154.40999999999997,2014
CHIAPAS,10,291.5,2014
CHIHUAHUA,10,9.099999999999998,2014
CIUDAD DE MÉXICO,10,92.59000000000002,2014
DURANGO,10,18.72,2014
GUANAJUATO,10,65.71999999999998,2014
GUERRERO,10,191.29000000000005,2014
HIDALGO,10,107.85999999999999,2014
JALISCO,10,87.90999999999998,2014
ESTADO DE MÉXICO,10,104.09000000000003,2014
MICHOACÁN,10,84.73999999999998,2014
MORELOS,10,193.86999999999992,2014
NAYARIT,10,138.02999999999997,2014
NUEVO LEÓN,10,69.26,2014
OAXACA,10,209.91000000000003,2014
PUEBLA,10,171.39,2014
QUERÉTARO,10,77.18000000000004,2014
QUINTANA ROO,10,271.69,2014
SAN LUIS POTOSÍ,10,80.98000000000002,2014
SINALOA,10,25.780000000000005,2014
SONORA,10,14.249999999999996,2014
TABASCO,10,411.14,2014
TAMAULIPAS,10,97.43,2014
TLAXCALA,10,101.28999999999998,2014
VERACRUZ,10,270.12,2014
YUCATÁN,10,203.62999999999997,2014
ZACATECAS,10,42.35,2014
AGUASCALIENTES,11,22.200000000000006,2014
BAJA CALIFORNIA,11,1.4,2014
BAJA CALIFORNIA SUR,11,2.9299999999999997,2014
CAMPECHE,11,49.089999999999996,2014
COAHUILA,11,66.10000000000002,2014
COLIMA,11,237.74000000000004,2014
CHIAPAS,11,80.13000000000002,2014
CHIHUAHUA,11,32.46,2014
CIUDAD DE MÉXICO,11,7.13,2014
DURANGO,11,55.319999999999986,2014
GUANAJUATO,11,11.86,2014
GUERRERO,11,28.500000000000007,2014
HIDALGO,11,19.64000000000001,2014
JALISCO,11,63.24,2014
ESTADO DE MÉXICO,11,11.090000000000002,2014
MICHOACÁN,11,27.380000000000003,2014
MORELOS,11,10.469999999999999,2014
NAYARIT,11,88.51,2014
NUEVO LEÓN,11,59.700000000000024,2014
OAXACA,11,24.969999999999995,2014
PUEBLA,11,33.09999999999999,2014
QUERÉTARO,11,10.179999999999998,2014
QUINTANA ROO,11,73.87,2014
SAN LUIS POTOSÍ,11,26.480000000000004,2014
SINALOA,11,54.20999999999999,2014
SONORA,11,12.419999999999998,2014
TABASCO,11,232.86,2014
TAMAULIPAS,11,43.41999999999999,2014
TLAXCALA,11,9.8,2014
VERACRUZ,11,67.24000000000001,2014
YUCATÁN,11,36.01,2014
ZACATECAS,11,36.37,2014
AGUASCALIENTES,12,5.669999999999999,2014
BAJA CALIFORNIA,12,27.929999999999996,2014
BAJA CALIFORNIA SUR,12,2.399999999999999,2014
CAMPECHE,12,26.949999999999996,2014
COAHUILA,12,10.12,2014
COLIMA,12,10.41,2014
CHIAPAS,12,18.489999999999995,2014
CHIHUAHUA,12,6.58,2014
CIUDAD DE MÉXICO,12,19.609999999999996,2014
DURANGO,12,2.619999999999999,2014
GUANAJUATO,12,4.9399999999999995,2014
GUERRERO,12,13.379999999999999,2014
HIDALGO,12,19.459999999999997,2014
JALISCO,12,5.529999999999999,2014
ESTADO DE MÉXICO,12,20.01,2014
MICHOACÁN,12,5.1,2014
MORELOS,12,29.279999999999998,2014
NAYARIT,12,5.769999999999999,2014
NUEVO LEÓN,12,38.129999999999995,2014
OAXACA,12,19.34999999999999,2014
PUEBLA,12,34.34000000000001,2014
QUERÉTARO,12,10.319999999999999,2014
QUINTANA ROO,12,42.680000000000014,2014
SAN LUIS POTOSÍ,12,24.369999999999997,2014
SINALOA,12,1.76,2014
SONORA,12,8.349999999999998,2014
TABASCO,12,47.629999999999995,2014
TAMAULIPAS,12,42.4,2014
TLAXCALA,12,21.24,2014
VERACRUZ,12,53.150000000000006,2014
YUCATÁN,12,14.82,2014
ZACATECAS,12,12.7,2014
AGUASCALIENTES,1,7.049999999999999,2015
BAJA CALIFORNIA,1,21.69,2015
BAJA CALIFORNIA SUR,1,25.99,2015
CAMPECHE,1,90.13000000000001,2015
COAHUILA,1,26.440000000000005,2015
COLIMA,1,1.12,2015
